Results of cspell linter (version 4.1.3)
See documentation on https://nvuillam.github.io/mega-linter/descriptors/spell_cspell/
-----------------------------------------------

❌ [ERROR] for workspace /tmp/lint
Linter raw log:
/tmp/lint/package-lock.json:16586:14 - Unknown word (baseuniq)
/tmp/lint/package-lock.json:16587:14 - Unknown word (bindcallback)
/tmp/lint/package-lock.json:16588:14 - Unknown word (cacheindexof)
/tmp/lint/package-lock.json:16589:14 - Unknown word (createcache)
/tmp/lint/package-lock.json:16592:13 - Unknown word (restparam)
/tmp/lint/package-lock.json:16675:6 - Unknown word (agentkeepalive)
/tmp/lint/package-lock.json:16803:6 - Unknown word (asynckit)
/tmp/lint/package-lock.json:16898:6 - Unknown word (builtins)
/tmp/lint/package-lock.json:16964:6 - Unknown word (caseless)
/tmp/lint/package-lock.json:17145:8 - Unknown word (wcwidth)
/tmp/lint/package-lock.json:17306:10 - Unknown word (pseudomap)
/tmp/lint/package-lock.json:17333:6 - Unknown word (dashdash)
/tmp/lint/package-lock.json:17926:6 - Unknown word (genfun)
/tmp/lint/package-lock.json:17986:6 - Unknown word (getpass)
/tmp/lint/package-lock.json:18168:8 - Unknown word (jsprim)
/tmp/lint/package-lock.json:18275:8 - Unknown word (promzard)
/tmp/lint/package-lock.json:18447:6 - Unknown word (isstream)
/tmp/lint/package-lock.json:18569:8 - Unknown word (libnpmpublish)
/tmp/lint/package-lock.json:18780:16 - Unknown word (createset)
/tmp/lint/package-lock.json:19422:8 - Unknown word (protoduck)
/tmp/lint/package-lock.json:21262:13 - Unknown word (flattendeep)
/tmp/lint/package-lock.json:21263:14 - Unknown word (zalgo)
/tmp/lint/package-lock.json:21292:6 - Unknown word (callsites)
/tmp/lint/package-lock.json:21335:4 - Unknown word (pathval)
/tmp/lint/package-lock.json:21471:6 - Unknown word (fromentries)
/tmp/lint/package-lock.json:21480:4 - Unknown word (pstree)
/tmp/lint/package-lock.json:21480:11 - Unknown word (remy)
/tmp/lint/package-lock.json:21648:4 - Unknown word (readdirp)
/tmp/lint/package-lock.json:21657:4 - Unknown word (rechoir)
/tmp/lint/package-lock.json:21666:4 - Unknown word (redent)
/tmp/lint/package-lock.json:21676:4 - Unknown word (redeyed)
/tmp/lint/package-lock.json:21703:12 - Unknown word (zalgo)
/tmp/lint/package-lock.json:21724:4 - Unknown word (requizzle)
/tmp/lint/package-lock.json:21749:4 - Unknown word (responselike)
/tmp/lint/package-lock.json:21764:4 - Unknown word (reusify)
/tmp/lint/package-lock.json:21835:6 - Unknown word (signale)
/tmp/lint/package-lock.json:22040:6 - Unknown word (rechoir)
/tmp/lint/package-lock.json:22043:4 - Unknown word (shiki)
/tmp/lint/package-lock.json:22202:4 - Unknown word (sprintf)
/tmp/lint/package-lock.json:22238:21 - Unknown word (trimend)
/tmp/lint/package-lock.json:22248:21 - Unknown word (trimstart)
/tmp/lint/package-lock.json:22330:4 - Unknown word (taffydb)
/tmp/lint/package-lock.json:22548:6 - Unknown word (shiki)
/tmp/lint/package-lock.json:22826:4 - Unknown word (wordwrap)
/tmp/lint/package-lock.json:22907:4 - Unknown word (xmlcreate)
/tmp/lint/package-lock.json:23005:10 - Unknown word (unparser)
/tmp/lint/package.json:13:11 - Unknown word (typedoc)
/tmp/lint/package.json:13:27 - Unknown word (typedoc)
/tmp/lint/package.json:39:4 - Unknown word (typedoc)
/tmp/lint/package.json:40:4 - Unknown word (typedoc)
/tmp/lint/src/tools/tail.ts:14:21 - Unknown word (Vivier)
/tmp/lint/src/tools/tail.ts:14:29 - Unknown word (lanathlor)
/tmp/lint/src/tools/tail.ts:26:21 - Unknown word (Vivier)
/tmp/lint/src/tools/tail.ts:26:29 - Unknown word (lanathlor)
/tmp/lint/test/curry.test.ts:10:7 - Unknown word (addcm)
/tmp/lint/test/curry.test.ts:24:10 - Unknown word (addcm)
/tmp/lint/test/curry.test.ts:27:10 - Unknown word (addcm)
/tmp/lint/test/curry.test.ts:30:10 - Unknown word (addcm)
/tmp/lint/test/flip.test.ts:4:7 - Unknown word (addstr)
/tmp/lint/test/flip.test.ts:6:7 - Unknown word (addflip)
/tmp/lint/test/flip.test.ts:6:22 - Unknown word (addstr)
/tmp/lint/test/flip.test.ts:11:10 - Unknown word (addstr)
/tmp/lint/test/flip.test.ts:12:10 - Unknown word (addflip)
/tmp/lint/test/init.test.ts:17:9 - Unknown word (inited)
/tmp/lint/test/init.test.ts:19:10 - Unknown word (inited)
/tmp/lint/test/init.test.ts:22:3 - Unknown word (inited)
/tmp/lint/test/init.test.ts:24:10 - Unknown word (inited)
/tmp/lint/typings/globals/mocha/index.d.ts:31:13 - Unknown word (xdescribe)
/tmp/lint/typings/globals/mocha/index.d.ts:205:22 - Unknown word (Nyan)
/tmp/lint/typings/modules/chai/index.d.ts:6:33 - Unknown word (Schoor)
/tmp/lint/typings/modules/chai/index.d.ts:74:28 - Unknown word (atlst)
/tmp/lint/typings/modules/chai/index.d.ts:75:27 - Unknown word (atmst)
/tmp/lint/typings/modules/chai/index.d.ts:218:3 - Unknown word (eqls)
/tmp/lint/typings/modules/chai/index.d.ts:451:6 - Unknown word (Chainable)
/tmp/lint/typings/modules/chai/index.d.ts:521:33 - Unknown word (Schoor)
/tmp/lint/typings/modules/chai/index.d.ts:524:25 - Unknown word (Wistrand)
CSpell: Files checked: 99, Issues found: 820 in 24 files


You can skip this misspellings by defining the following .cspell.json file at the root of your repository
Of course, please correct real typos before :)

{
    "version": "0.1",
    "language": "en",
    "ignorePaths": [
        "**/node_modules/**",
        "**/vscode-extension/**",
        "**/.git/**",
        ".vscode",
        "package-lock.json",
        "report"
    ],
    "words": [
        "AAGO",
        "AAPY",
        "CAAI",
        "CAAK",
        "CAAW",
        "CAAY",
        "Chainable",
        "Dependecies",
        "EAAK",
        "EAAQ",
        "EAAS",
        "EAAW",
        "EAAY",
        "GAAG",
        "GAAO",
        "GAAW",
        "IAAI",
        "IAAW",
        "IAAY",
        "KAAK",
        "KACD",
        "MAAM",
        "Nyan",
        "OAAO",
        "QAAA",
        "QAAs",
        "QACN",
        "SAAS",
        "Schoor",
        "Unlicense",
        "VCVC",
        "Vivier",
        "WASM",
        "WTFPL",
        "Wistrand",
        "YACL",
        "addcm",
        "addflip",
        "addstr",
        "aeiou",
        "aeiouwxy",
        "aeiouy",
        "aeiouylsz",
        "agentkeepalive",
        "alism",
        "aliti",
        "alize",
        "alli",
        "ance",
        "anci",
        "ansicolors",
        "ansistyles",
        "anymatch",
        "aproba",
        "archi",
        "archy",
        "argparse",
        "arity",
        "arrayish",
        "arrify",
        "asynckit",
        "ation",
        "ational",
        "ative",
        "atlst",
        "atmst",
        "ator",
        "baseindexof",
        "baseuniq",
        "biliti",
        "bindcallback",
        "builtins",
        "cacache",
        "cacheable",
        "cacheindexof",
        "callmaybe",
        "callsites",
        "camelcase",
        "caseless",
        "chownr",
        "cliui",
        "clonedeep",
        "columnify",
        "commondir",
        "cond",
        "conv",
        "cosmiconfig",
        "createcache",
        "createset",
        "customise",
        "customised",
        "dashdash",
        "decamelize",
        "dezalgo",
        "duplexify",
        "ement",
        "ence",
        "enci",
        "entli",
        "entrypoint",
        "eqls",
        "escaperegexp",
        "esparse",
        "esvalidate",
        "execa",
        "extglob",
        "extsprintf",
        "fastq",
        "figgy",
        "firstch",
        "flattendeep",
        "fromentries",
        "fsevents",
        "fullwidth",
        "funtion",
        "genfun",
        "gensync",
        "getnative",
        "getownpropertydescriptors",
        "getpass",
        "globby",
        "hasha",
        "ible",
        "ical",
        "icate",
        "iciti",
        "iferr",
        "imurmurhash",
        "inited",
        "iojs",
        "isarray",
        "isexe",
        "isjust",
        "ismatch",
        "isnothing",
        "isplainobject",
        "isstream",
        "isstring",
        "iveness",
        "iviti",
        "ization",
        "izer",
        "jsbn",
        "jsesc",
        "jsonparse",
        "jsprim",
        "keyv",
        "klaw",
        "lanath",
        "lanathlor",
        "libcipm",
        "libnpm",
        "libnpmaccess",
        "libnpmconfig",
        "libnpmhook",
        "libnpmorg",
        "libnpmpublish",
        "libnpmsearch",
        "libnpmteam",
        "libnpx",
        "linkify",
        "logi",
        "mdurl",
        "ment",
        "minimisation",
        "minimised",
        "minipass",
        "minizlib",
        "mkdir",
        "mocka",
        "modifie",
        "mooyoul",
        "napi",
        "nextick",
        "nodelib",
        "nodetouch",
        "normalisation",
        "normalise",
        "npmlog",
        "octokit",
        "onigasm",
        "openapi",
        "opencollective",
        "optimised",
        "osenv",
        "ousli",
        "ousness",
        "packlist",
        "pacote",
        "pathval",
        "patreon",
        "picomatch",
        "pify",
        "processinfo",
        "promzard",
        "protoduck",
        "pseudomap",
        "pstree",
        "pumpify",
        "qrcode",
        "readdirp",
        "rechoir",
        "redent",
        "redeyed",
        "remy",
        "requizzle",
        "responselike",
        "restparam",
        "reusify",
        "scandir",
        "searchfield",
        "serialisation",
        "serialised",
        "serialising",
        "shiki",
        "shjs",
        "signale",
        "sindresorhus",
        "spdx",
        "sprintf",
        "sshpk",
        "ssri",
        "stylesheet",
        "supressed",
        "szmarczak",
        "taffydb",
        "tempy",
        "tion",
        "tional",
        "toarray",
        "tokenising",
        "tootallnate",
        "trimend",
        "trimstart",
        "trottle",
        "tslinting",
        "tweetnacl",
        "typedoc",
        "uglifyjs",
        "undefsafe",
        "uniqby",
        "universalify",
        "unparser",
        "unrecognised",
        "unshift",
        "upsert",
        "wcwidth",
        "wordwrap",
        "wrappy",
        "xdescribe",
        "xmlcreate",
        "xmlparser",
        "yallist",
        "zalgo"
    ]
}


You can also copy-paste report/.cspell.json at the root of your repository
